2.137671e+02  447  61.231486  1.186803  2.096428  0.064748
2.148746e+02  1139  62.606342  44.444444  4.02768  0.065857
2.222584e+02  1153  63.909384  26.595745  7.138719  0.067514
2.301291e+02  1149  65.135809  41.493776  6.548239  0.068578
2.140831e+02  1252  61.957536  40.650407  8.405645  0.066102
2.022703e+02  1189  59.271778  33.333333  8.339905  0.063704
2.062773e+02  1180  60.706497  38.022814  22.631158  0.065483
1.974387e+02  868  59.101524  32.051282  4.482846  0.063818
2.099239e+02  1287  61.018772  40.48583  9.336643  0.06521
2.249928e+02  1240  64.79649  38.75969  6.241182  0.068118
2.241946e+02  1257  64.932661  40.322581  7.886985  0.06864
2.351120e+02  994  67.080609  34.602076  4.005028  0.070277
2.190011e+02  1193  62.652305  36.764706  4.137129  0.066381
2.144616e+02  1191  61.720213  41.322314  4.735388  0.065832
2.084384e+02  1222  60.90006  44.444444  4.444309  0.065044
2.189031e+02  990  63.633863  37.174721  5.419532  0.067294
2.085872e+02  357  60.488544  18.587361  5.499028  0.064531
7.834716e+00  398  1.543502  1.131734  8.773064  0.00274
8.507323e+00  866  1.732582  1.130582  16.434782  0.002889
8.325206e+00  1075  1.532258  1.130838  7.434472  0.002711
6.261942e+00  1213  1.519879  1.130838  11.092638  0.002245
7.164785e+00  868  1.526586  1.130838  13.052981  0.002708
1.222664e+01  771  2.018517  1.129561  10.483165  0.004109
1.128965e+01  1133  1.914713  1.12638  9.215068  0.003676
1.068336e+01  576  1.864383  1.129178  27.246288  0.003726
1.200975e+01  802  2.001559  1.129178  10.740116  0.003969
1.554666e+01  783  1.835098  1.128032  11.990696  0.005047
1.287584e+01  647  2.160226  1.130071  9.266997  0.004342
8.718822e+00  876  1.746794  1.128923  7.020185  0.003013
1.068416e+01  774  1.949842  1.127777  14.013831  0.003959
9.757498e+00  979  1.707443  1.129561  8.210634  0.003411
8.597589e+00  1003  1.863573  1.137527  6.799914  0.002981
5.246810e+00  1062  1.726398  1.124986  9.671981  0.002324
9.791925e+00  334  1.644838  1.127396  11.970885  0.003528
1.510569e+02  200  46.285206  30.58104  3.67566  0.046717
2.173951e+02  510  49.050363  44.444444  2.951349  0.061403
1.904123e+02  523  47.848379  44.444444  2.807358  0.05477
2.121523e+02  512  50.116776  44.444444  7.174305  0.05999
1.631817e+02  557  48.47649  31.847134  3.610701  0.050294
1.913201e+02  531  51.653254  44.444444  4.424872  0.055651
1.681656e+02  527  50.131175  27.100271  6.117653  0.051875
1.657507e+02  386  48.33184  35.971223  3.182805  0.050255
1.654521e+02  573  48.290969  34.482759  5.093712  0.049279
1.725202e+02  554  47.648514  33.112583  4.457391  0.050235
1.924247e+02  561  50.641235  41.322314  4.628665  0.055453
1.557556e+02  443  46.410019  36.231884  4.216178  0.047785
1.608954e+02  532  45.340722  3.0012  3.679722  0.047776
1.717504e+02  536  45.991014  34.364261  4.5317  0.049621
1.671119e+02  541  46.24641  31.64557  3.547284  0.049686
1.765006e+02  442  51.944996  37.453184  7.250747  0.053711
1.728550e+02  158  47.598121  20.366599  2.134738  0.049459
1.550609e+01  780  13.521898  4.051864  3.914527  0.029869
2.125898e+01  1706  14.452757  1.22519  6.682019  0.031397
1.994587e+01  1956  13.42713  7.98722  6.342773  0.02971
2.425977e+01  1966  12.963914  8.012821  5.274725  0.030662
2.724711e+01  1618  13.924825  14.104372  3.785573  0.031027
2.376014e+01  1884  13.76491  13.755158  3.307206  0.029094
2.045054e+01  1874  14.608095  8.019246  7.479452  0.032197
1.714706e+01  1365  14.099178  3.998401  7.372634  0.030452
2.386539e+01  2111  13.81877  7.930214  4.288387  0.031038
2.569601e+01  2037  14.274665  3.976143  4.271957  0.031459
3.363012e+01  2026  14.078242  14.577259  4.011139  0.03272
2.217978e+01  1410  13.370308  1.22519  3.81084  0.030025
2.079493e+01  1928  13.596958  7.89266  8.5753  0.03019
3.574550e+01  2022  13.424353  14.367816  4.673042  0.032225
2.621973e+01  2071  13.257316  7.867821  5.309454  0.030463
2.545238e+01  1622  13.892754  7.867821  3.429862  0.032271
2.419442e+01  582  14.490864  7.490637  4.130381  0.031033
2.379381e+01  155  5.463444  1  1.968142  0.007758
2.285129e+01  391  5.493944  37.313433  6.415685  0.007689
2.140580e+01  396  5.402987  14.104372  12.317606  0.007491
2.234627e+01  397  5.463269  14.347202  10.005511  0.007575
2.546704e+01  432  5.475414  29.325513  5.509615  0.00806
2.768153e+01  409  5.476553  36.900369  11.751291  0.008524
2.514064e+01  405  5.502744  20.04008  5.323318  0.007979
2.307727e+01  299  5.481157  1.001904  2.158053  0.007652
2.256628e+01  445  5.824992  29.850746  3.845618  0.008187
2.203983e+01  426  5.427731  43.859649  5.308993  0.007592
2.278654e+01  431  5.415541  27.173913  10.245464  0.007597
2.245176e+01  345  5.500797  34.843206  4.13838  0.007636
2.299163e+01  411  5.554224  36.363636  4.166147  0.007687
2.302630e+01  411  5.439328  44.444444  3.540815  0.007623
2.501873e+01  419  5.452919  44.444444  6.257121  0.007856
2.149452e+01  342  5.449241  14.90313  10.185042  0.007486
2.218679e+01  123  9.17851  9.569378  10.464809  0.022958
1.743056e+02  410  58.010026  2.050441  2.908975  0.059117
1.681384e+02  1044  55.898974  44.444444  8.42941  0.057195
1.707649e+02  1055  57.049168  31.545741  4.297946  0.058293
1.675661e+02  1051  55.066528  40.322581  10.395819  0.056438
1.804684e+02  1146  59.64284  41.493776  17.53216  0.061194
1.742470e+02  1088  57.959855  44.444444  8.804205  0.059106
1.789236e+02  1078  58.675548  34.013605  13.175167  0.060769
1.763692e+02  794  59.935988  44.444444  4.63695  0.061171
1.795075e+02  1176  59.491511  28.985507  5.978505  0.061047
1.714790e+02  1134  57.608453  30.30303  12.463824  0.058948
1.749762e+02  1148  57.93606  37.037037  6.335556  0.059141
1.719494e+02  906  58.144903  1.196315  2.991426  0.059261
1.742471e+02  1091  57.161064  38.610039  5.849142  0.058984
1.616497e+02  1091  54.203483  44.444444  8.314183  0.05556
1.674896e+02  1114  55.396866  44.444444  12.748656  0.057191
1.651868e+02  907  55.939828  31.948882  2.66486  0.057183
1.704213e+02  323  57.83512  29.498525  3.015864  0.058746
3.224176e+00  703  0.908737  32.894737  6.600763  0.001027
4.750825e+00  1683  1.331609  1  1.797599  0.001416
4.496667e+00  1813  1.240524  1  1.84017  0.001343
4.766956e+00  1642  1.278312  1  1.889929  0.001378
3.380017e+00  1915  0.914934  13.157895  1.643712  0.000982
4.748114e+00  1875  1.308934  44.444444  2.32616  0.00141
5.379168e+00  1858  1.549648  1  1.765098  0.001659
5.745004e+00  1189  1.568218  1  1.727699  0.001666
3.810020e+00  1985  1.077149  11.918951  2.071714  0.001145
4.472689e+00  1964  1.311233  1  1.784009  0.001388
5.472197e+00  1960  1.534002  1  1.770897  0.001629
5.643723e+00  1492  2.166552  1  1.736086  0.002253
3.645560e+00  1836  1.053246  1  1.694551  0.001105
4.438484e+00  1836  1.286286  1  1.810973  0.00137
5.698111e+00  1846  1.723542  29.069767  2.557661  0.001893
5.623717e+00  1345  1.712605  1  1.667434  0.001816
4.030371e+00  534  1.152627  1  3.068561  0.001224
2.904012e+02  799  52.19569  2.114612  4.869114  0.092787
